id;cod_sucursal;num_apolce;cod_cobertura;dat_inicio_vigencia_apolice;dat_fim_vigencia_apolice;dat_inicio_vigencia_documento;dat_fim_vigencia_documento;num_cep;complemento_cep;cod_tipo_seguro;des_tipo_seguro;cod_congenere;cod_modalidade;des_modalidade;cod_grau_risco;des_grau_risco;flg_condominio_horizontal;vlr_maximo_lmi;vlr_score_serasa;qtdsin;ind_vert1;uf;ibgregmac;ibgregmso;ibgregmic;rndpcap_str;indvert_str;densidemo_mun;qtdemp_mun;indvlr;tmpapl;exp;lmiexp;apltratada;cobdes;FAIXA_SCORE_SERASA;BASAL;PARSEV;par_tpseg;par_mdl;par_restip;par_regmso;par_regmic;par_regmac;par_indvert_str;par_uf;par_renda_alta;par_no_arvore;par_chorizontal;par_coef_X_qtdemp_mun;par_ind_vert1;par_ultimo_ano_modelagem;premio_estimado;lmi_exc;premio_exc;premio_estimado_reset;premio_seguranca
130;51;61;2;20;20;21;23;4363;1;1;0;-1;1;0;2.0;0;-3;5000.0;326;;0.8999;9;3;3810;381007;3882.6;0.2825;7782.7236;565893;;730;0.138356164;691.7808219;5161;0;1;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
135;50;62;2;46;50;47;56;18120;0;1;0;-1;2;1;1.0;1;1;5000.0;889;;0.0204;9;3;3808;380804;-3.0;0.0204;217.55;1087;;730;0.24109589;1205.479452;5062;0;5;6.8481;-3.675124402;0.0;-0.4103;1.0144;0.5512;0;0;0;0;0;-0.2698;0;-0.000624373;0;0;0;0;0;57.84987111;0
140;51;62;2;24;24;25;28;4086;10;1;0;-1;1;0;2.0;0;-3;5000.0;895;;0.5956;9;3;3810;381007;2185.48;0.2825;7782.7236;565893;;730;0.139726027;698.630137;5162;0;6;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
144;51;66;2;27;27;12;30;87505;143;1;0;-1;1;0;1.0;1;2;1551.0;476;;-3.0;4;4;4103;410303;1025.2;0.1026;87.0742;4850;;1096;0.333941606;517.9434307;5166;0;1;6.8481;-5.221310329;0.0;0.0;1.0144;1.0068;0;0;0;0;0;0.0;0;-0.00278584;0;0;0;0;0;38.29057685;0
149;51;67;2;30;30;30;33;3273;105;1;0;-1;1;0;1.0;1;2;10000.0;958;;-3.0;9;3;3810;381007;1218.25;0.2825;7782.7236;565893;;730;0.142465753;1424.657534;5167;0;9;6.8481;-2.985128602;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;60.67443616;0
154;50;68;2;52;57;52;63;4167;1;1;0;-1;1;0;2.0;0;-3;10000.0;926;;0.2444;9;3;3810;381007;1415.16;0.2825;7782.7236;565893;;730;0.245205479;2452.054795;5068;0;7;6.8481;-2.985128602;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;16.90014934;0
159;50;70;2;50;54;50;60;3134;2;1;0;-1;1;0;2.0;0;-3;9000.0;911;;0.5566;9;3;3810;381007;1721.93;0.2825;7782.7236;565893;;730;0.243835616;2194.520548;5070;0;6;6.8481;-3.080990029;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;15.35530523;0
163;51;70;2;35;37;35;41;89221;7;1;0;-1;1;0;2.0;0;-3;5000.0;900;;0.5526;7;4;4202;420203;1710.07;0.1576;512.7124;21383;;1096;0.333941606;1669.708029;5170;0;6;6.8481;-3.675124402;0.0;0.0;0.0;0.5512;0;0;0;0;0;-0.2698;0;-0.012282395;0;0;0;0;0;31.25230718;0
168;99;72;2;7;7;6;8;11444;670;2;2;-1;2;1;1.0;1;2;10000.0;913;;0.0106;9;3;3810;381006;342.12;0.1089;2160.7622;7009;;730;0.005479452;54.79452055;9972;0;6;6.8481;-2.985128602;-0.2372;-0.4103;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.00402597;0;0;0;0;0;43.77423614;0
174;99;76;2;11;11;11;13;11065;201;2;2;-1;2;1;2.0;0;-3;10000.0;877;;0.9314;9;3;3810;381006;1453.97;0.6309;1543.4852;22570;;730;0.008219178;82.19178082;9976;0;5;6.8481;-2.985128602;-0.2372;-0.4103;0.0;0.0;0;0;0;0;0;-0.6866;0;-0.012964208;0;0;0;0;0;12.37783273;0
178;51;77;2;36;39;36;43;89235;430;1;0;-1;1;0;1.0;1;2;20000.0;858;;0.0099;7;4;4202;420203;728.86;0.1576;512.7124;21383;;1096;0.333941606;6678.832117;5177;0;4;6.8481;-2.42467786;0.0;0.0;1.0144;0.5512;0;0;0;0;0;-0.2698;0;-0.012282395;0;0;0;0;0;300.9486777;0
184;51;80;2;36;38;36;42;7022;0;1;0;-1;1;0;2.0;0;-3;5000.0;626;;0.3367;9;3;3810;381002;1170.17;0.1184;4127.7037;30902;;730;0.146575342;732.8767123;5180;0;2;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.6866;0;-0.017750109;0;0;0;0;0;11.80620794;0
189;51;82;2;36;38;36;42;4125;20;1;0;-1;1;0;1.0;1;1;3000.0;869;;0.6324;9;3;3810;381007;4245.54;0.2825;7782.7236;565893;;730;0.146575342;439.7260274;5182;0;5;6.8481;-4.28377517;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;16.55810799;0
193;50;83;2;1;1;1;1;1526;0;1;0;-1;1;0;2.0;0;-3;50000.0;837;;0.8656;9;3;3810;381007;2368.02;0.2825;7782.7236;565893;;1096;0.333941606;16697.08029;5083;0;4;6.8481;-1.841925432;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;53.01238835;0
199;51;87;2;38;42;38;46;4737;0;1;0;-1;1;0;2.0;0;-3;5000.0;820;;0.2231;9;3;3810;381007;4188.71;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;5187;0;3;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
204;51;90;2;38;41;38;45;4358;110;1;0;-1;1;0;1.0;1;2;3000.0;824;;0.0383;9;3;3810;381007;2008.26;0.2825;7782.7236;565893;;730;0.149315068;447.9452055;5190;0;4;6.8481;-4.28377517;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;16.55810799;0
209;51;91;2;38;42;38;46;22280;30;1;0;-1;1;0;2.0;0;-3;5000.0;775;;0.8971;5;3;3301;330101;3886.71;0.3762;5104.9533;192065;;1096;0.333941606;1669.708029;5191;0;3;6.8481;-3.675124402;0.0;0.0;0.0;-0.7255;0;0;0;0;0;-0.7106;0;-0.110322136;0;0;0;0;0;5.086314302;0
215;51;92;2;38;41;38;45;9110;480;1;0;-1;1;0;2.0;0;-3;5000.0;905;;0.2247;9;3;3810;381007;968.49;0.1776;4038.887;25376;;730;0.149315068;746.5753425;5192;0;6;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.6866;0;-0.014575974;0;0;0;0;0;11.84374197;0
220;51;93;2;40;44;40;22;4256;240;1;0;-1;1;0;1.0;1;2;5000.0;592;;0.046;9;3;3810;381007;1171.4;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;5193;0;2;6.8481;-3.675124402;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;30.43297302;0
225;50;95;2;6;6;5;7;31155;700;1;0;-1;1;0;1.0;1;2;6000.0;697;;0.8242;3;3;3104;310401;2739.17;0.3297;7505.6011;108931;;730;0.34109589;2046.575342;5095;0;3;6.8481;-3.479506648;0.0;0.0;1.0144;0.2969;0;0;0;0;0;-0.4468;0;-0.062569966;0;0;0;0;0;64.74933213;0
231;51;96;2;41;45;46;48;5007;2;1;0;-1;1;0;2.0;0;2;5000.0;881;;0.8103;9;3;3810;381007;3134.21;0.2825;7782.7236;565893;;730;0.152054795;760.2739726;5196;0;5;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
236;51;98;2;42;46;42;50;8030;590;1;0;-1;1;0;2.0;0;-3;5000.0;-1;;0.0;9;3;3810;381007;511.91;0.2825;7782.7236;565893;;730;0.153424658;767.1232877;5198;0;0;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
241;51;101;2;43;47;43;52;1516;100;1;0;-1;1;0;2.0;0;-3;5000.0;858;;0.5469;9;3;3810;381007;854.83;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;51101;0;4;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
246;51;105;2;44;48;45;53;21655;340;1;0;-1;1;0;2.0;0;-3;5000.0;-1;;0.7086;5;3;3301;330101;658.09;0.3762;5104.9533;192065;;1096;0.333941606;1669.708029;51105;0;0;6.8481;-3.675124402;0.0;0.0;0.0;-0.7255;0;0;0;0;0;-0.7106;0;-0.110322136;0;0;0;0;0;5.086314302;0
250;51;110;2;45;49;46;55;4710;90;1;0;-1;1;0;2.0;0;-3;5000.0;864;;0.4487;9;3;3810;381007;2692.2;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;51110;0;4;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
255;51;112;2;45;49;46;55;8290;480;1;0;-1;1;0;1.0;1;2;5000.0;775;;0.0343;9;3;3810;381007;774.15;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;51112;0;3;6.8481;-3.675124402;0.0;0.0;1.0144;0.0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;30.43297302;0
260;50;115;2;55;60;44;67;4120;150;1;0;-1;1;0;2.0;0;-3;15000.0;896;;0.8005;9;3;3810;381007;3227.51;0.2825;7782.7236;565893;;730;0.373972603;5609.589041;50115;0;6;6.8481;-2.64323434;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;23.78884374;0
265;51;118;2;49;53;49;59;11030;603;1;0;-1;1;0;2.0;0;-3;5000.0;882;;0.8047;9;3;3810;381006;1636.23;0.6309;1543.4852;22570;;730;0.160273973;801.369863;51118;0;5;6.8481;-3.675124402;0.0;0.0;0.0;0.0;0;0;0;0;0;-0.6866;0;-0.012964208;0;0;0;0;0;11.8628467;0
