id;cod_sucursal;num_apolce;cod_cobertura;dat_inicio_vigencia_apolice;dat_fim_vigencia_apolice;dat_inicio_vigencia_documento;dat_fim_vigencia_documento;num_cep;complemento_cep;cod_tipo_seguro;des_tipo_seguro;cod_congenere;cod_modalidade;des_modalidade;cod_grau_risco;des_grau_risco;flg_condominio_horizontal;vlr_maximo_lmi;vlr_score_serasa;qtdsin;ind_vert1;uf;ibgregmac;ibgregmso;ibgregmic;rndpcap_str;indvert_str;densidemo_mun;qtdemp_mun;indvlr;tmpapl;exp;lmiexp;apltratada;cobdes;FAIXA_SCORE_SERASA;BASAL;PARSEV;par_tpseg;par_mdl;par_restip;par_regmso;par_regmic;par_regmac;par_indvert_str;par_uf;par_renda_alta;par_no_arvore;par_chorizontal;par_coef_X_qtdemp_mun;par_ind_vert1;par_ultimo_ano_modelagem;premio_estimado;lmi_exc;premio_exc;premio_estimado_reset;premio_seguranca
120;51;45;2;02/09/2021 00:00;02/09/2023 00:00;02/09/2021 00:00;02/09/2023 00:00;5435;0;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;15000;899;;0.4873;SP;3;3810;381007;2486.66;0.2825;7782.7236;565893;;730;0.128767123;1931.506849;5145;2-DanosEletricos;(894.0, 915.0];6.8481;-2.64323434;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;23.78884374;0
125;51;49;2;03/09/2021 00:00;03/09/2024 00:00;09/09/2021 00:00;03/09/2024 00:00;7240;10;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;2;5000;208;;0.0088;SP;3;3810;381002;621;0.1184;4127.7037;30902;;1096;0.333941606;1669.708029;5149;2-DanosEletricos;(-1.001, 236.0];6.8481;-3.675124402;0;0;1.0144;0;0;0;0;0;0;-0.4468;0;-0.017750109;0;0;0;0;0;41.3811511;0
130;51;61;2;09/09/2021 00:00;09/09/2023 00:00;09/09/2021 00:00;09/09/2023 00:00;4363;1;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;326;;0.8999;SP;3;3810;381007;3882.6;0.2825;7782.7236;565893;;730;0.138356164;691.7808219;5161;2-DanosEletricos;(236.0, 484.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
135;50;62;2;23/11/2021 00:00;23/11/2023 00:00;23/11/2021 00:00;23/11/2023 00:00;18120;0;1;APOLICE NOVA;-1;2;VERANEIO;1;CASAS DE ALVENARIA;1;5000;889;;0.0204;SP;3;3808;380804;-3;0.0204;217.55;1087;;730;0.24109589;1205.479452;5062;2-DanosEletricos;(867.0, 894.0];6.8481;-3.675124402;0;-0.4103;1.0144;0.5512;0;0;0;0;0;-0.2698;0;-0.000624373;0;0;0;0;0;57.84987111;0
140;51;62;2;10/09/2021 00:00;10/09/2023 00:00;10/09/2021 00:00;10/09/2023 00:00;4086;10;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;895;;0.5956;SP;3;3810;381007;2185.48;0.2825;7782.7236;565893;;730;0.139726027;698.630137;5162;2-DanosEletricos;(894.0, 915.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
144;51;66;2;11/09/2021 00:00;11/09/2024 00:00;06/06/2022 00:00;11/09/2024 00:00;87505;143;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;2;1551;476;;-3;PR;4;4103;410303;1025.2;0.1026;87.0742;4850;;1096;0.333941606;517.9434307;5166;2-DanosEletricos;(236.0, 484.0];6.8481;-5.221310329;0;0;1.0144;1.0068;0;0;0;0;0;0;0;-0.00278584;0;0;0;0;0;38.29057685;0
149;51;67;2;12/09/2021 00:00;12/09/2023 00:00;12/09/2021 00:00;12/09/2023 00:00;3273;105;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;2;10000;958;;-3;SP;3;3810;381007;1218.25;0.2825;7782.7236;565893;;730;0.142465753;1424.657534;5167;2-DanosEletricos;(950.0, 1000.0];6.8481;-2.985128602;0;0;1.0144;0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;60.67443616;0
154;50;68;2;26/11/2021 00:00;26/11/2023 00:00;26/11/2021 00:00;26/11/2023 00:00;4167;1;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;10000;926;;0.2444;SP;3;3810;381007;1415.16;0.2825;7782.7236;565893;;730;0.245205479;2452.054795;5068;2-DanosEletricos;(915.0, 929.0];6.8481;-2.985128602;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;16.90014934;0
159;50;70;2;25/11/2021 00:00;25/11/2023 00:00;25/11/2021 00:00;25/11/2023 00:00;3134;2;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;9000;911;;0.5566;SP;3;3810;381007;1721.93;0.2825;7782.7236;565893;;730;0.243835616;2194.520548;5070;2-DanosEletricos;(894.0, 915.0];6.8481;-3.080990029;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;15.35530523;0
163;51;70;2;14/09/2021 00:00;14/09/2024 00:00;14/09/2021 00:00;14/09/2024 00:00;89221;7;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;900;;0.5526;SC;4;4202;420203;1710.07;0.1576;512.7124;21383;;1096;0.333941606;1669.708029;5170;2-DanosEletricos;(894.0, 915.0];6.8481;-3.675124402;0;0;0;0.5512;0;0;0;0;0;-0.2698;0;-0.012282395;0;0;0;0;0;31.25230718;0
168;99;72;2;04/06/2021 00:00;04/06/2023 00:00;04/06/2021 00:00;04/06/2023 00:00;11444;670;2;RENOVACAO NA CIA;-1;2;VERANEIO;1;CASAS DE ALVENARIA;2;10000;913;;0.0106;SP;3;3810;381006;342.12;0.1089;2160.7622;7009;;730;0.005479452;54.79452055;9972;2-DanosEletricos;(894.0, 915.0];6.8481;-2.985128602;-0.2372;-0.4103;1.0144;0;0;0;0;0;0;-0.4468;0;-0.00402597;0;0;0;0;0;43.77423614;0
174;99;76;2;06/06/2021 00:00;06/06/2023 00:00;06/06/2021 00:00;06/06/2023 00:00;11065;201;2;RENOVACAO NA CIA;-1;2;VERANEIO;2;APARTAMENTO;-3;10000;877;;0.9314;SP;3;3810;381006;1453.97;0.6309;1543.4852;22570;;730;0.008219178;82.19178082;9976;2-DanosEletricos;(867.0, 894.0];6.8481;-2.985128602;-0.2372;-0.4103;0;0;0;0;0;0;0;-0.6866;0;-0.012964208;0;0;0;0;0;12.37783273;0
178;51;77;2;15/09/2021 00:00;15/09/2024 00:00;15/09/2021 00:00;15/09/2024 00:00;89235;430;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;2;20000;858;;0.0099;SC;4;4202;420203;728.86;0.1576;512.7124;21383;;1096;0.333941606;6678.832117;5177;2-DanosEletricos;(821.0, 867.0];6.8481;-2.42467786;0;0;1.0144;0.5512;0;0;0;0;0;-0.2698;0;-0.012282395;0;0;0;0;0;300.9486777;0
184;51;80;2;15/09/2021 00:00;15/09/2023 00:00;15/09/2021 00:00;15/09/2023 00:00;7022;0;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;626;;0.3367;SP;3;3810;381002;1170.17;0.1184;4127.7037;30902;;730;0.146575342;732.8767123;5180;2-DanosEletricos;(484.0, 686.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.6866;0;-0.017750109;0;0;0;0;0;11.80620794;0
189;51;82;2;15/09/2021 00:00;15/09/2023 00:00;15/09/2021 00:00;15/09/2023 00:00;4125;20;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;1;3000;869;;0.6324;SP;3;3810;381007;4245.54;0.2825;7782.7236;565893;;730;0.146575342;439.7260274;5182;2-DanosEletricos;(867.0, 894.0];6.8481;-4.28377517;0;0;1.0144;0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;16.55810799;0
193;50;83;2;02/01/2022 00:00;02/01/2025 00:00;02/01/2022 00:00;02/01/2025 00:00;1526;0;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;50000;837;;0.8656;SP;3;3810;381007;2368.02;0.2825;7782.7236;565893;;1096;0.333941606;16697.08029;5083;2-DanosEletricos;(821.0, 867.0];6.8481;-1.841925432;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;53.01238835;0
199;51;87;2;17/09/2021 00:00;17/09/2024 00:00;17/09/2021 00:00;17/09/2024 00:00;4737;0;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;820;;0.2231;SP;3;3810;381007;4188.71;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;5187;2-DanosEletricos;(686.0, 821.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
204;51;90;2;17/09/2021 00:00;17/09/2023 00:00;17/09/2021 00:00;17/09/2023 00:00;4358;110;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;2;3000;824;;0.0383;SP;3;3810;381007;2008.26;0.2825;7782.7236;565893;;730;0.149315068;447.9452055;5190;2-DanosEletricos;(821.0, 867.0];6.8481;-4.28377517;0;0;1.0144;0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;16.55810799;0
209;51;91;2;17/09/2021 00:00;17/09/2024 00:00;17/09/2021 00:00;17/09/2024 00:00;22280;30;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;775;;0.8971;RJ;3;3301;330101;3886.71;0.3762;5104.9533;192065;;1096;0.333941606;1669.708029;5191;2-DanosEletricos;(686.0, 821.0];6.8481;-3.675124402;0;0;0;-0.7255;0;0;0;0;0;-0.7106;0;-0.110322136;0;0;0;0;0;5.086314302;0
215;51;92;2;17/09/2021 00:00;17/09/2023 00:00;17/09/2021 00:00;17/09/2023 00:00;9110;480;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;905;;0.2247;SP;3;3810;381007;968.49;0.1776;4038.887;25376;;730;0.149315068;746.5753425;5192;2-DanosEletricos;(894.0, 915.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.6866;0;-0.014575974;0;0;0;0;0;11.84374197;0
220;51;93;2;18/09/2021 00:00;18/09/2024 00:00;18/09/2021 00:00;09/08/2023 00:00;4256;240;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;2;5000;592;;0.046;SP;3;3810;381007;1171.4;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;5193;2-DanosEletricos;(484.0, 686.0];6.8481;-3.675124402;0;0;1.0144;0;0;0;0;0;0;-0.4468;0;-0.325048939;0;0;0;0;0;30.43297302;0
225;50;95;2;04/02/2022 00:00;04/02/2024 00:00;04/02/2022 00:00;04/02/2024 00:00;31155;700;1;APOLICE NOVA;-1;1;HABITUAL;1;CASAS DE ALVENARIA;2;6000;697;;0.8242;MG;3;3104;310401;2739.17;0.3297;7505.6011;108931;;730;0.34109589;2046.575342;5095;2-DanosEletricos;(686.0, 821.0];6.8481;-3.479506648;0;0;1.0144;0.2969;0;0;0;0;0;-0.4468;0;-0.062569966;0;0;0;0;0;64.74933213;0
231;51;96;2;19/09/2021 00:00;19/09/2023 00:00;23/09/2021 00:00;19/09/2023 00:00;5007;2;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;2;5000;881;;0.8103;SP;3;3810;381007;3134.21;0.2825;7782.7236;565893;;730;0.152054795;760.2739726;5196;2-DanosEletricos;(867.0, 894.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
236;51;98;2;20/09/2021 00:00;20/09/2023 00:00;20/09/2021 00:00;20/09/2023 00:00;8030;590;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;-1;;0;SP;3;3810;381007;511.91;0.2825;7782.7236;565893;;730;0.153424658;767.1232877;5198;2-DanosEletricos;(-1.001, 236.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
241;51;101;2;21/09/2021 00:00;21/09/2024 00:00;21/09/2021 00:00;21/09/2024 00:00;1516;100;1;APOLICE NOVA;-1;1;HABITUAL;2;APARTAMENTO;-3;5000;858;;0.5469;SP;3;3810;381007;854.83;0.2825;7782.7236;565893;;1096;0.333941606;1669.708029;51101;2-DanosEletricos;(821.0, 867.0];6.8481;-3.675124402;0;0;0;0;0;0;0;0;0;-0.7106;0;-0.325048939;0;0;0;0;0;8.476746081;0
